Cluster	GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
D	GO:0051253	0.99230044	0.715898886	69.51557093	52	980	negative regulation of RNA metabolic process	0.999999999	"ENSG00000008441,ENSG00000012048,ENSG00000024526,ENSG00000043355,ENSG00000064703,ENSG00000080839,ENSG00000085276,ENSG00000088305,ENSG00000090447,ENSG00000100084,ENSG00000100625,ENSG00000100823,ENSG00000101144,ENSG00000102678,ENSG00000107485,ENSG00000108561,ENSG00000114126,ENSG00000115415,ENSG00000115738,ENSG00000119335,ENSG00000122565,ENSG00000125378,ENSG00000125850,ENSG00000130826,ENSG00000132382,ENSG00000138095,ENSG00000141905,ENSG00000143162,ENSG00000143390,ENSG00000143799,ENSG00000150347,ENSG00000152455,ENSG00000153147,ENSG00000156469,ENSG00000157193,ENSG00000162599,ENSG00000163935,ENSG00000166261,ENSG00000166851,ENSG00000166886,ENSG00000168646,ENSG00000171056,ENSG00000172819,ENSG00000173611,ENSG00000178409,ENSG00000179981,ENSG00000183741,ENSG00000188976,ENSG00000196793,ENSG00000198890,ENSG00000266074,ENSG00000274349"	"NFIX,BRCA1,DEPDC1,ZIC2,DDX20,RBL1,MECOM,DNMT3B,TFAP4,HIRA,SIX4,APEX1,BMP7,FGF9,GATA3,C1QBP,TFDP2,STAT1,ID2,SET,CBX3,BMP4,OVOL2,DKC1,MYBBP1A,LRPPRC,NFIC,CREG1,RFX5,PARP1,ARID5B,SUV39H2,SMARCA5,MTERF3,LRP8,NFIA,SFMBT1,ZNF202,PLK1,NAB2,AXIN2,SOX7,RARG,SCAI,BEND3,TSHZ1,CBX6,NOC2L,ZNF239,PRMT6,BAHCC1,ZNF658"
D	GO:0032675	0.992328353	0.20052597	4.6816609	1	66	regulation of interleukin-6 production	0.999999999	ENSG00000144381	HSPD1
D	GO:0042221	0.992338552	0.813145694	203.0138408	175	2862	response to chemical	0.999999999	"ENSG00000003989,ENSG00000008394,ENSG00000012048,ENSG00000013573,ENSG00000013725,ENSG00000020426,ENSG00000026103,ENSG00000049323,ENSG00000058056,ENSG00000062282,ENSG00000064115,ENSG00000064545,ENSG00000064933,ENSG00000065320,ENSG00000067992,ENSG00000069535,ENSG00000069702,ENSG00000070018,ENSG00000073111,ENSG00000075239,ENSG00000076351,ENSG00000077044,ENSG00000083454,ENSG00000083720,ENSG00000084774,ENSG00000085871,ENSG00000088247,ENSG00000088305,ENSG00000090447,ENSG00000092847,ENSG00000095739,ENSG00000100350,ENSG00000100823,ENSG00000101144,ENSG00000101188,ENSG00000101347,ENSG00000101444,ENSG00000101871,ENSG00000102678,ENSG00000102743,ENSG00000102967,ENSG00000104290,ENSG00000105552,ENSG00000105647,ENSG00000105711,ENSG00000105852,ENSG00000106080,ENSG00000106804,ENSG00000107485,ENSG00000108179,ENSG00000108561,ENSG00000108602,ENSG00000108984,ENSG00000109819,ENSG00000109861,ENSG00000110090,ENSG00000110169,ENSG00000110721,ENSG00000111331,ENSG00000113368,ENSG00000114491,ENSG00000114854,ENSG00000115053,ENSG00000115414,ENSG00000115415,ENSG00000115738,ENSG00000116649,ENSG00000116833,ENSG00000116918,ENSG00000116984,ENSG00000118418,ENSG00000122512,ENSG00000122565,ENSG00000123836,ENSG00000125378,ENSG00000125384,ENSG00000125454,ENSG00000126602,ENSG00000127152,ENSG00000128059,ENSG00000128683,ENSG00000130304,ENSG00000131771,ENSG00000132646,ENSG00000133065,ENSG00000133706,ENSG00000134001,ENSG00000134202,ENSG00000134243,ENSG00000134716,ENSG00000135446,ENSG00000137509,ENSG00000137563,ENSG00000138031,ENSG00000138061,ENSG00000138074,ENSG00000138363,ENSG00000138796,ENSG00000139684,ENSG00000140853,ENSG00000141456,ENSG00000142089,ENSG00000142973,ENSG00000143578,ENSG00000143799,ENSG00000143819,ENSG00000144231,ENSG00000144381,ENSG00000144730,ENSG00000145604,ENSG00000147642,ENSG00000148734,ENSG00000149212,ENSG00000150347,ENSG00000152455,ENSG00000153147,ENSG00000153551,ENSG00000154380,ENSG00000155380,ENSG00000155760,ENSG00000157077,ENSG00000157193,ENSG00000159131,ENSG00000160710,ENSG00000160867,ENSG00000162344,ENSG00000163083,ENSG00000163629,ENSG00000163823,ENSG00000164182,ENSG00000164294,ENSG00000164588,ENSG00000165025,ENSG00000165060,ENSG00000165272,ENSG00000165672,ENSG00000165816,ENSG00000166033,ENSG00000166278,ENSG00000167513,ENSG00000168301,ENSG00000168765,ENSG00000168906,ENSG00000169021,ENSG00000169684,ENSG00000170542,ENSG00000170915,ENSG00000171130,ENSG00000171873,ENSG00000172819,ENSG00000173726,ENSG00000174684,ENSG00000175054,ENSG00000176974,ENSG00000178921,ENSG00000180228,ENSG00000180902,ENSG00000181163,ENSG00000182580,ENSG00000183048,ENSG00000184489,ENSG00000185201,ENSG00000185340,ENSG00000185420,ENSG00000185885,ENSG00000186205,ENSG00000188404,ENSG00000188690,ENSG00000196139,ENSG00000197763,ENSG00000213366,ENSG00000216490,ENSG00000234129,ENSG00000253729,ENSG00000263961,ENSG00000268173,ENSG00000274349,ENSG00000280657"	"SLC7A2,MGST1,BRCA1,DDX11,CD6,MNAT1,FAS,LTBP1,USP13,DGAT2,TM7SF3,TMEM161A,PMS1,NTN1,PDK3,MAOB,TGFBR3,LRP6,MCM2,ACAT1,SLC46A1,DGKD,P2RX5,OXCT1,CAD,MGST2,KHSRP,DNMT3B,TFAP4,AGO1,BAMBI,FOXRED2,APEX1,BMP7,NTSR1,SAMHD1,AHCY,MID1,FGF9,SLC25A15,DHODH,FZD3,BCAT2,PIK3R2,SCN1B,PON3,FKBP14,C5,GATA3,PPIF,C1QBP,ALDH3A1,MAP2K6,PPARGC1A,CTSC,CPT1A,HPX,CHKA,OAS3,LMNB1,UMPS,TNNC1,NCL,FN1,STAT1,ID2,SRM,NR5A2,TSNAX,MTR,HMGN3,PMS2,CBX3,PFKFB2,BMP4,PTGER2,SLC25A19,TRAP1,BCL11B,PPAT,GAD1,SLC27A1,PPP1R1B,PCNA,SLC41A1,LARS,EIF2S1,GSTM3,SORT1,CYP2J2,CDK4,PRCP,GGH,ADCY3,CYP1B1,SLC5A6,ATIC,HADH,ESD,NLRC5,PELP1,IFITM3,CYP4B1,CREB3L4,PARP1,EPHX1,POLR2D,HSPD1,IL17RD,SKP2,SYBU,NPFFR1,SESN3,ARID5B,SUV39H2,SMARCA5,CMTM7,ENAH,SLC16A1,FZD7,ZFYVE9,LRP8,GART,ADAR,FGFR4,FGF19,INHBB,PTPN13,CCR1,NDUFAF2,GPX8,HCN1,SYK,FXN,AQP3,PRDX3,VWA2,HTRA1,C2,CDT1,KCTD6,GSTM4,MAT2A,UQCRFS1,CHRNA5,SERPINB9,PAQR8,ATP6V0E2,ADRA1D,RARG,TOMM20,B4GAT1,ATR,SHMT1,PFAS,PRKRA,D2HGDH,NPM1,EPHB3,SLC25A10,PTP4A3,IFITM2,GAS2L1,SMYD3,IFITM1,MARC1,SELL,UROS,AKR1C3,TXNRD3,GSTM2,IFI30,,PRKDC,C1orf186,PIK3R2,ZNF658,SMYD3"
D	GO:0042327	0.992357573	0.669289249	48.66089965	34	686	positive regulation of phosphorylation	0.999999999	"ENSG00000005100,ENSG00000020426,ENSG00000020922,ENSG00000026103,ENSG00000074696,ENSG00000101144,ENSG00000101871,ENSG00000102678,ENSG00000103888,ENSG00000106804,ENSG00000108984,ENSG00000110169,ENSG00000123836,ENSG00000125378,ENSG00000130304,ENSG00000134072,ENSG00000138031,ENSG00000143013,ENSG00000143674,ENSG00000155760,ENSG00000157193,ENSG00000160867,ENSG00000161010,ENSG00000162344,ENSG00000163083,ENSG00000163823,ENSG00000165025,ENSG00000166851,ENSG00000166886,ENSG00000168646,ENSG00000175920,ENSG00000182580,ENSG00000185420,ENSG00000234129,ENSG00000241484,ENSG00000280657"	"DHX33,MNAT1,MRE11A,FAS,PTPLAD1,BMP7,MID1,FGF9,CEMIP,C5,MAP2K6,HPX,PFKFB2,BMP4,SLC27A1,CAMK1,ADCY3,LMO4,,FZD7,LRP8,FGFR4,C5orf45,FGF19,INHBB,CCR1,SYK,PLK1,NAB2,AXIN2,DOK7,EPHB3,SMYD3,,ARHGAP8,SMYD3"
D	GO:0048513	0.9924214	0.791940332	151.0190311	126	2129	animal organ development	0.999999999	"ENSG00000005073,ENSG00000008394,ENSG00000009709,ENSG00000020426,ENSG00000043355,ENSG00000048342,ENSG00000049323,ENSG00000062282,ENSG00000065320,ENSG00000069248,ENSG00000069535,ENSG00000069702,ENSG00000070018,ENSG00000072864,ENSG00000073111,ENSG00000073536,ENSG00000075239,ENSG00000078399,ENSG00000079387,ENSG00000083720,ENSG00000084774,ENSG00000085276,ENSG00000086159,ENSG00000088812,ENSG00000092847,ENSG00000095002,ENSG00000095739,ENSG00000096872,ENSG00000100490,ENSG00000100625,ENSG00000100714,ENSG00000101144,ENSG00000101346,ENSG00000101911,ENSG00000102678,ENSG00000102967,ENSG00000103494,ENSG00000104290,ENSG00000104369,ENSG00000104884,ENSG00000105612,ENSG00000106305,ENSG00000107485,ENSG00000109819,ENSG00000110723,ENSG00000112320,ENSG00000114126,ENSG00000114491,ENSG00000114854,ENSG00000115415,ENSG00000115738,ENSG00000116750,ENSG00000116833,ENSG00000121210,ENSG00000123364,ENSG00000123560,ENSG00000125378,ENSG00000125850,ENSG00000127152,ENSG00000128059,ENSG00000129116,ENSG00000130005,ENSG00000131238,ENSG00000132646,ENSG00000134775,ENSG00000135446,ENSG00000137745,ENSG00000138061,ENSG00000138175,ENSG00000138363,ENSG00000138642,ENSG00000138759,ENSG00000139292,ENSG00000140395,ENSG00000141905,ENSG00000143013,ENSG00000143799,ENSG00000144061,ENSG00000146950,ENSG00000147251,ENSG00000149596,ENSG00000150347,ENSG00000153291,ENSG00000153551,ENSG00000154122,ENSG00000154146,ENSG00000155189,ENSG00000155760,ENSG00000157193,ENSG00000157212,ENSG00000159131,ENSG00000160710,ENSG00000162599,ENSG00000163083,ENSG00000163823,ENSG00000163935,ENSG00000164588,ENSG00000165025,ENSG00000165272,ENSG00000165672,ENSG00000166033,ENSG00000166197,ENSG00000166886,ENSG00000168646,ENSG00000170965,ENSG00000172819,ENSG00000174989,ENSG00000179431,ENSG00000179981,ENSG00000180228,ENSG00000180694,ENSG00000180818,ENSG00000181754,ENSG00000182580,ENSG00000183527,ENSG00000183579,ENSG00000183943,ENSG00000196139,ENSG00000196363,ENSG00000197121,ENSG00000197467,ENSG00000197905,ENSG00000198890,ENSG00000204852,ENSG00000253729,ENSG00000263961"	"HOXA11,MGST1,PAX7,MNAT1,ZIC2,CC2D2A,LTBP1,DGAT2,NTN1,NUP133,MAOB,TGFBR3,LRP6,NDE1,MCM2,NLE1,ACAT1,HOXA9,SENP1,OXCT1,CAD,MECOM,AQP6,ATRN,AGO1,MSH2,BAMBI,IFT74,CDKL1,SIX4,MTHFD1,BMP7,POFUT1,PRPS2,FGF9,DHODH,RPGRIP1L,FZD3,JPH1,ERCC2,DNASE2,AIMP2,GATA3,PPARGC1A,EXPH5,SOBP,TFDP2,UMPS,TNNC1,STAT1,ID2,UCHL5,NR5A2,KIAA0922,HOXC13,PLP1,BMP4,OVOL2,BCL11B,PPAT,PALLD,GAMT,PPT1,PCNA,FHOD3,CDK4,MMP13,CYP1B1,ARL3,ATIC,HERC6,FRAS1,LGR5,WDR61,NFIC,LMO4,PARP1,NPHP1,SHROOM2,DOCK11,JPH2,ARID5B,SLC25A27,CMTM7,ANKH,NRGN,AGPAT5,FZD7,LRP8,PAXIP1,GART,ADAR,NFIA,INHBB,CCR1,SFMBT1,HCN1,SYK,AQP3,PRDX3,HTRA1,NOLC1,NAB2,AXIN2,PLAC1,RARG,FBXW8,FJX1,TSHZ1,PRKRA,TMEM64,HOXC10,AMIGO1,EPHB3,PSMG1,ZNRF3,PRKX,AKR1C3,WDR5,PGAP1,COL13A1,TEAD4,PRMT6,TCTN1,PRKDC,C1orf186"
D	GO:0001934	0.99245327	0.661713137	46.3200692	32	653	positive regulation of protein phosphorylation	0.999999999	"ENSG00000005100,ENSG00000020426,ENSG00000020922,ENSG00000026103,ENSG00000074696,ENSG00000101144,ENSG00000101871,ENSG00000102678,ENSG00000103888,ENSG00000106804,ENSG00000108984,ENSG00000110169,ENSG00000125378,ENSG00000130304,ENSG00000134072,ENSG00000138031,ENSG00000143674,ENSG00000155760,ENSG00000157193,ENSG00000160867,ENSG00000161010,ENSG00000162344,ENSG00000163083,ENSG00000163823,ENSG00000165025,ENSG00000166851,ENSG00000166886,ENSG00000168646,ENSG00000175920,ENSG00000182580,ENSG00000185420,ENSG00000234129,ENSG00000241484,ENSG00000280657"	"DHX33,MNAT1,MRE11A,FAS,PTPLAD1,BMP7,MID1,FGF9,CEMIP,C5,MAP2K6,HPX,BMP4,SLC27A1,CAMK1,ADCY3,,FZD7,LRP8,FGFR4,C5orf45,FGF19,INHBB,CCR1,SYK,PLK1,NAB2,AXIN2,DOK7,EPHB3,SMYD3,,ARHGAP8,SMYD3"
D	GO:0071902	0.992454769	0.507625272	18.79757785	10	265	positive regulation of protein serine/threonine kinase activity	0.999999999	"ENSG00000020426,ENSG00000074696,ENSG00000103888,ENSG00000106804,ENSG00000108984,ENSG00000125378,ENSG00000130304,ENSG00000134072,ENSG00000143674,ENSG00000165025"	"MNAT1,PTPLAD1,CEMIP,C5,MAP2K6,BMP4,SLC27A1,CAMK1,,SYK"
D	GO:0007264	0.992462114	0.609478064	32.98442907	21	465	small GTPase mediated signal transduction	0.999999999	"ENSG00000048028,ENSG00000065320,ENSG00000074696,ENSG00000100092,ENSG00000104140,ENSG00000105647,ENSG00000108961,ENSG00000112379,ENSG00000117155,ENSG00000117280,ENSG00000127084,ENSG00000137135,ENSG00000137727,ENSG00000138175,ENSG00000138639,ENSG00000147251,ENSG00000158321,ENSG00000163947,ENSG00000173611,ENSG00000198826,ENSG00000241484,ENSG00000268173"	"USP28,NTN1,PTPLAD1,SH3BP1,RHOV,PIK3R2,RANGRF,KIAA1244,SSX2IP,RAB29,FGD3,ARHGEF39,ARHGAP20,ARL3,ARHGAP24,DOCK11,AUTS2,ARHGEF3,SCAI,ARHGAP11A,ARHGAP8,PIK3R2"
D	GO:0045892	0.992487153	0.702256511	62.70588235	46	884	"negative regulation of transcription, DNA-templated"	0.999999999	"ENSG00000008441,ENSG00000012048,ENSG00000024526,ENSG00000043355,ENSG00000064703,ENSG00000080839,ENSG00000085276,ENSG00000088305,ENSG00000090447,ENSG00000100084,ENSG00000100625,ENSG00000101144,ENSG00000102678,ENSG00000107485,ENSG00000108561,ENSG00000114126,ENSG00000115415,ENSG00000115738,ENSG00000119335,ENSG00000122565,ENSG00000125378,ENSG00000125850,ENSG00000132382,ENSG00000141905,ENSG00000143390,ENSG00000143799,ENSG00000150347,ENSG00000152455,ENSG00000153147,ENSG00000156469,ENSG00000157193,ENSG00000162599,ENSG00000163935,ENSG00000166261,ENSG00000166851,ENSG00000166886,ENSG00000171056,ENSG00000172819,ENSG00000178409,ENSG00000179981,ENSG00000183741,ENSG00000188976,ENSG00000196793,ENSG00000198890,ENSG00000266074,ENSG00000274349"	"NFIX,BRCA1,DEPDC1,ZIC2,DDX20,RBL1,MECOM,DNMT3B,TFAP4,HIRA,SIX4,BMP7,FGF9,GATA3,C1QBP,TFDP2,STAT1,ID2,SET,CBX3,BMP4,OVOL2,MYBBP1A,NFIC,RFX5,PARP1,ARID5B,SUV39H2,SMARCA5,MTERF3,LRP8,NFIA,SFMBT1,ZNF202,PLK1,NAB2,SOX7,RARG,BEND3,TSHZ1,CBX6,NOC2L,ZNF239,PRMT6,BAHCC1,ZNF658"
D	GO:0007519	0.992560997	0.279911665	6.738754325	2	95	skeletal muscle tissue development	0.999999999	"ENSG00000009709,ENSG00000100625"	"PAX7,SIX4"
D	GO:0030308	0.992632547	0.333396102	8.512110727	3	120	negative regulation of cell growth	0.999999999	"ENSG00000065320,ENSG00000077684,ENSG00000131238"	"NTN1,JADE1,PPT1"
D	GO:1902533	0.992777678	0.667110208	48.80276817	34	688	positive regulation of intracellular signal transduction	0.999999999	"ENSG00000005100,ENSG00000015475,ENSG00000026103,ENSG00000074696,ENSG00000083454,ENSG00000092847,ENSG00000101871,ENSG00000102096,ENSG00000102678,ENSG00000105647,ENSG00000106804,ENSG00000107485,ENSG00000108561,ENSG00000108984,ENSG00000110169,ENSG00000124802,ENSG00000125378,ENSG00000133706,ENSG00000138061,ENSG00000143674,ENSG00000149596,ENSG00000155760,ENSG00000158321,ENSG00000160867,ENSG00000162344,ENSG00000163823,ENSG00000165025,ENSG00000175054,ENSG00000180228,ENSG00000182580,ENSG00000184489,ENSG00000196139,ENSG00000213366,ENSG00000234129,ENSG00000241484,ENSG00000268173"	"DHX33,BID,FAS,PTPLAD1,P2RX5,AGO1,MID1,PIM2,FGF9,PIK3R2,C5,GATA3,C1QBP,MAP2K6,HPX,EEF1E1,BMP4,LARS,CYP1B1,,JPH2,FZD7,AUTS2,FGFR4,FGF19,CCR1,SYK,ATR,PRKRA,EPHB3,PTP4A3,AKR1C3,GSTM2,,ARHGAP8,PIK3R2"
D	GO:0010556	0.992851807	0.818411627	228.4792388	199	3221	regulation of macromolecule biosynthetic process	0.999999999	"ENSG00000005073,ENSG00000005100,ENSG00000008441,ENSG00000009709,ENSG00000009954,ENSG00000012048,ENSG00000013573,ENSG00000020426,ENSG00000020922,ENSG00000024526,ENSG00000025156,ENSG00000030066,ENSG00000035681,ENSG00000036549,ENSG00000043355,ENSG00000047634,ENSG00000058056,ENSG00000058804,ENSG00000059588,ENSG00000064703,ENSG00000069248,ENSG00000069702,ENSG00000070018,ENSG00000070061,ENSG00000071794,ENSG00000075131,ENSG00000077684,ENSG00000078399,ENSG00000079387,ENSG00000080839,ENSG00000082516,ENSG00000085276,ENSG00000087077,ENSG00000088247,ENSG00000088305,ENSG00000090447,ENSG00000092201,ENSG00000092847,ENSG00000095739,ENSG00000096872,ENSG00000097046,ENSG00000100084,ENSG00000100625,ENSG00000100823,ENSG00000100941,ENSG00000101104,ENSG00000101144,ENSG00000101346,ENSG00000101868,ENSG00000102096,ENSG00000102678,ENSG00000103037,ENSG00000104884,ENSG00000105647,ENSG00000107485,ENSG00000108561,ENSG00000108984,ENSG00000109819,ENSG00000111358,ENSG00000111641,ENSG00000113569,ENSG00000114126,ENSG00000115053,ENSG00000115415,ENSG00000115568,ENSG00000115687,ENSG00000115738,ENSG00000115816,ENSG00000115993,ENSG00000116750,ENSG00000116833,ENSG00000117650,ENSG00000118418,ENSG00000119285,ENSG00000119335,ENSG00000122565,ENSG00000123297,ENSG00000123364,ENSG00000124571,ENSG00000125378,ENSG00000125850,ENSG00000126602,ENSG00000127152,ENSG00000130826,ENSG00000132300,ENSG00000132382,ENSG00000132646,ENSG00000132768,ENSG00000134001,ENSG00000134072,ENSG00000134759,ENSG00000135372,ENSG00000135446,ENSG00000135913,ENSG00000136866,ENSG00000137871,ENSG00000138061,ENSG00000138095,ENSG00000138346,ENSG00000138750,ENSG00000140395,ENSG00000140853,ENSG00000141076,ENSG00000141456,ENSG00000141905,ENSG00000142856,ENSG00000143013,ENSG00000143157,ENSG00000143162,ENSG00000143320,ENSG00000143390,ENSG00000143578,ENSG00000143799,ENSG00000144021,ENSG00000144231,ENSG00000144354,ENSG00000144381,ENSG00000146243,ENSG00000149136,ENSG00000150347,ENSG00000152455,ENSG00000152556,ENSG00000152944,ENSG00000153147,ENSG00000153207,ENSG00000155760,ENSG00000155893,ENSG00000156469,ENSG00000157193,ENSG00000157212,ENSG00000158321,ENSG00000159259,ENSG00000160094,ENSG00000160208,ENSG00000160710,ENSG00000160867,ENSG00000161551,ENSG00000162227,ENSG00000162599,ENSG00000163002,ENSG00000163083,ENSG00000163935,ENSG00000163938,ENSG00000164024,ENSG00000164649,ENSG00000164684,ENSG00000165025,ENSG00000165244,ENSG00000165283,ENSG00000165672,ENSG00000166033,ENSG00000166197,ENSG00000166226,ENSG00000166261,ENSG00000166851,ENSG00000166886,ENSG00000167513,ENSG00000168395,ENSG00000168661,ENSG00000169062,ENSG00000171056,ENSG00000172819,ENSG00000173145,ENSG00000173611,ENSG00000175054,ENSG00000175792,ENSG00000175832,ENSG00000176974,ENSG00000177842,ENSG00000178409,ENSG00000179981,ENSG00000180228,ENSG00000180818,ENSG00000181163,ENSG00000182973,ENSG00000183741,ENSG00000183814,ENSG00000184489,ENSG00000185252,ENSG00000185420,ENSG00000187792,ENSG00000187801,ENSG00000188976,ENSG00000196323,ENSG00000196363,ENSG00000196628,ENSG00000196793,ENSG00000197472,ENSG00000197905,ENSG00000198298,ENSG00000198890,ENSG00000204366,ENSG00000205922,ENSG00000253729,ENSG00000254093,ENSG00000266074,ENSG00000268173,ENSG00000270647,ENSG00000274349,ENSG00000275004,ENSG00000280657"	"HOXA11,DHX33,NFIX,PAX7,BAZ1B,BRCA1,DDX11,MNAT1,MRE11A,DEPDC1,HSF2,NUP160,NSMAF,ZZZ3,ZIC2,SCML1,USP13,NDC1,TARBP1,DDX20,NUP133,TGFBR3,LRP6,IKBKAP,HLTF,TIPIN,JADE1,HOXA9,SENP1,RBL1,GEMIN5,MECOM,TRIP6,KHSRP,DNMT3B,TFAP4,SUPT16H,AGO1,BAMBI,IFT74,CDC7,HIRA,SIX4,APEX1,PNN,PABPC1L,BMP7,POFUT1,POLA1,PIM2,FGF9,SETD6,ERCC2,PIK3R2,GATA3,C1QBP,MAP2K6,PPARGC1A,GTF2H3,NOP2,NUP155,TFDP2,NCL,STAT1,ZNF142,PASK,ID2,CEBPZ,TRAK2,UCHL5,NR5A2,NEK2,HMGN3,HEATR1,SET,CBX3,TSFM,HOXC13,XPO5,BMP4,OVOL2,TRAP1,BCL11B,DKC1,PTCD3,MYBBP1A,PCNA,DPH2,EIF2S1,CAMK1,ELP2,NAT10,CDK4,USP37,ZFP37,ZNF280D,CYP1B1,LRPPRC,DNA2,NUP54,WDR61,NLRC5,CIRH1A,PELP1,NFIC,ITGB3BP,LMO4,POGK,CREG1,CRABP2,RFX5,CREB3L4,PARP1,CIAO1,POLR2D,CDCA7,HSPD1,IRAK1BP1,SSRP1,ARID5B,SUV39H2,PFKM,MED21,SMARCA5,AHCTF1,FZD7,PXYLP1,MTERF3,LRP8,PAXIP1,AUTS2,CHAF1B,ZNF362,RRP1B,ADAR,FGFR4,ZNF577,TAF6L,NFIA,NUP35,INHBB,SFMBT1,GNL3,METAP1,CDCA7L,ZNF704,SYK,ZNF367,STOML2,PRDX3,HTRA1,NOLC1,CCT2,ZNF202,PLK1,NAB2,CDT1,ING5,ZNF30,UPF3A,SOX7,RARG,NOC3L,SCAI,ATR,RUVBL1,ETV4,SHMT1,ZNF620,BEND3,TSHZ1,PRKRA,HOXC10,NPM1,CNOT10,CBX6,LIN9,PTP4A3,ZNF74,SMYD3,ZNF70,ZFP69B,NOC2L,ZBTB44,WDR5,TCF4,ZNF239,ZNF695,TEAD4,ZNF485,PRMT6,ZBTB12,ONECUT3,PRKDC,PINX1,BAHCC1,PIK3R2,TAF15,ZNF658,ZNF280B,SMYD3"
D	GO:0120039	0.992953761	0.586261619	29.36678201	18	414	plasma membrane bounded cell projection morphogenesis	0.999999999	"ENSG00000065320,ENSG00000101144,ENSG00000104290,ENSG00000105711,ENSG00000107485,ENSG00000115414,ENSG00000115993,ENSG00000127152,ENSG00000143320,ENSG00000154380,ENSG00000157193,ENSG00000158321,ENSG00000174684,ENSG00000174989,ENSG00000181754,ENSG00000182580,ENSG00000198513,ENSG00000204852"	"NTN1,BMP7,FZD3,SCN1B,GATA3,FN1,TRAK2,BCL11B,CRABP2,ENAH,LRP8,AUTS2,B4GAT1,FBXW8,AMIGO1,EPHB3,ATL1,TCTN1"
D	GO:0048584	0.992984123	0.759030373	106.7560554	85	1505	positive regulation of response to stimulus	0.999999999	"ENSG00000005100,ENSG00000012048,ENSG00000013573,ENSG00000013725,ENSG00000015475,ENSG00000026103,ENSG00000027869,ENSG00000054965,ENSG00000058056,ENSG00000064545,ENSG00000069702,ENSG00000070018,ENSG00000073536,ENSG00000074696,ENSG00000076248,ENSG00000083454,ENSG00000083720,ENSG00000085871,ENSG00000090447,ENSG00000090487,ENSG00000091583,ENSG00000092847,ENSG00000095002,ENSG00000095739,ENSG00000100600,ENSG00000101144,ENSG00000101188,ENSG00000101695,ENSG00000101871,ENSG00000102096,ENSG00000102678,ENSG00000105647,ENSG00000106804,ENSG00000107485,ENSG00000108179,ENSG00000108561,ENSG00000108984,ENSG00000109861,ENSG00000110169,ENSG00000114126,ENSG00000116062,ENSG00000117280,ENSG00000124802,ENSG00000125378,ENSG00000130768,ENSG00000131171,ENSG00000132646,ENSG00000133067,ENSG00000133706,ENSG00000137713,ENSG00000138061,ENSG00000139292,ENSG00000140853,ENSG00000143674,ENSG00000143799,ENSG00000144381,ENSG00000145604,ENSG00000147642,ENSG00000149476,ENSG00000149596,ENSG00000155760,ENSG00000157212,ENSG00000158321,ENSG00000160867,ENSG00000161010,ENSG00000162344,ENSG00000163083,ENSG00000163823,ENSG00000165025,ENSG00000165283,ENSG00000166278,ENSG00000168646,ENSG00000175054,ENSG00000175792,ENSG00000180228,ENSG00000182580,ENSG00000184489,ENSG00000184500,ENSG00000185896,ENSG00000196139,ENSG00000196776,ENSG00000205403,ENSG00000213366,ENSG00000234129,ENSG00000241484,ENSG00000253729,ENSG00000268173"	"DHX33,BRCA1,DDX11,CD6,BID,FAS,SH2D2A,FAM168A,USP13,TMEM161A,TGFBR3,LRP6,NLE1,PTPLAD1,UNG,P2RX5,OXCT1,MGST2,TFAP4,SPG21,APOH,AGO1,MSH2,BAMBI,LGMN,BMP7,NTSR1,RNF125,MID1,PIM2,FGF9,PIK3R2,C5,GATA3,PPIF,C1QBP,MAP2K6,CTSC,HPX,TFDP2,MSH6,RAB29,EEF1E1,BMP4,SMPDL3B,SH3BGRL,PCNA,LGR6,LARS,PPP2R1B,CYP1B1,LGR5,NLRC5,,PARP1,HSPD1,SKP2,SYBU,DAK,JPH2,FZD7,PAXIP1,AUTS2,FGFR4,C5orf45,FGF19,INHBB,CCR1,SYK,STOML2,C2,AXIN2,ATR,RUVBL1,PRKRA,EPHB3,PTP4A3,PROS1,LAMP1,AKR1C3,CD47,CFI,GSTM2,,ARHGAP8,PRKDC,PIK3R2"
D	GO:0030324	0.99305687	0.330539593	8.583044983	3	121	lung development	0.999999999	"ENSG00000102678,ENSG00000106305,ENSG00000125378"	"FGF9,AIMP2,BMP4"
D	GO:0040017	0.993308657	0.549654189	24.33044983	14	343	positive regulation of locomotion	0.999999999	"ENSG00000065320,ENSG00000070061,ENSG00000087077,ENSG00000101144,ENSG00000103888,ENSG00000107485,ENSG00000108561,ENSG00000115414,ENSG00000125378,ENSG00000133067,ENSG00000137135,ENSG00000152234,ENSG00000163823,ENSG00000170379"	"NTN1,IKBKAP,TRIP6,BMP7,CEMIP,GATA3,C1QBP,FN1,BMP4,LGR6,ARHGEF39,ATP5A1,CCR1,TCAF2"
D	GO:0090630	0.993383966	0.194503672	4.823529412	1	68	activation of GTPase activity	0.999999999	ENSG00000179051	RCC2
D	GO:0050852	0.993393651	0.368481435	10.28546713	4	145	T cell receptor signaling pathway	0.999999999	"ENSG00000105647,ENSG00000107485,ENSG00000117280,ENSG00000165283,ENSG00000268173"	"PIK3R2,GATA3,RAB29,STOML2,PIK3R2"
